VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1FTZR0813Y,Whatcom,Everson,WA,98247,2000,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,42,8650316,POINT (-122.34527 48.92009),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010201
WA1DABGE3R,Pierce,Gig Harbor,WA,98332,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,259773356,POINT (-122.59044 47.34236),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072509
3FA6P0SU5D,Benton,Kennewick,WA,99336,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,8,948258,POINT (-119.11698 46.20837),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011001
7JDEV3KK8S,King,Woodinville,WA,98072,2025,VOLVO,EX90,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,276562464,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1W9WL21BXA,Spokane,Spokane,WA,99223,2010,WHEEGO ELECTRIC CARS,WHEEGO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,100,6,277235017,POINT (-117.36043 47.63396),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063004800
1FAHP3R46C,Kitsap,Port Orchard,WA,98366,2012,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,26,164543417,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092400
WAU3EAGH6S,Snohomish,Snohomish,WA,98296,2025,AUDI,S6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,285183699,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052108
1GYKPMRKXR,Snohomish,Monroe,WA,98272,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,262671377,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052204
JA3215H13C,Pierce,Lakewood,WA,98499,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,62,29,9387073,POINT (-122.51495 47.16196),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,53053071808
7FCTGAAL4R,Snohomish,Bothell,WA,98012,2024,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,267084310,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051922
3GN7DMRR5T,Yakima,Moxee,WA,98936,2026,CHEVROLET,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,15,286918901,POINT (-120.39197 46.55621),PACIFICORP,53077001702
4JGGM2BB6R,Snohomish,Lake Stevens,WA,98258,2024,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,275560449,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052604
ZASPATAW4S,King,Seattle,WA,98125,2025,ALFA ROMEO,TONALE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,46,281888659,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
1G6RP1E46E,Spokane,Newman Lake,WA,99025,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,4,181207883,POINT (-117.06882 47.7251),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010102
1G1FX6S08L,King,Ravensdale,WA,98051,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,5,283147924,POINT (-121.98233 47.35298),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031501
1G6RM1E42E,Snohomish,Brier,WA,98036,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,1,118960215,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051914
5NMMCET10S,King,Kirkland,WA,98033,2025,GENESIS,GV70,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,280005687,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502
1GYKPRRK7R,Pierce,Fife,WA,98424,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,25,261658764,POINT (-122.35686 47.23679),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940009
ZHWUC1ZM1R,Benton,Richland,WA,99352,2024,LAMBORGHINI,REVUELTO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,8,273630752,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010817
1C4RJYE62N,King,Fall City,WA,98024,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,5,240455666,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032605
SALGS4RY0L,King,Ravensdale,WA,98051,2020,LAND ROVER,RANGE ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,5,111943576,POINT (-121.98233 47.35298),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031501
7JRH60FL4N,Clark,Vancouver,WA,98682,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41,18,219210848,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040604
1FT6W1B78R,Snohomish,Bothell,WA,98012,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,277010716,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052010
WA125BGF3S,King,Woodinville,WA,98072,2025,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,281006253,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032311
1GYXP3RL1T,King,Seattle,WA,98136,2026,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34,284244264,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010601
1G1FX6S05K,King,Seattle,WA,98178,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37,306882299,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026101
WP1AM2AY3T,King,Snoqualmie,WA,98065,2026,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,24,5,285255351,POINT (-121.82432 47.52716),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,53033032800
KMHM34AA3S,Snohomish,Everett,WA,98203,2025,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,38,287777143,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041202
JTJABABB8S,Pierce,Lakewood,WA,98499,2025,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,29,277421056,POINT (-122.51495 47.16196),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,53053071803
WMEFJ9BA3J,Kitsap,Bremerton,WA,98310,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,23,200497587,POINT (-122.61273 47.57428),PUGET SOUND ENERGY INC,53035080102
WA14UBFZ4R,Spokane,Greenacres,WA,99016,2024,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,4,282319439,POINT (-117.1748 47.65699),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013003
LVYBR0AL1K,Jefferson,Port Townsend,WA,98368,2019,VOLVO,S90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,24,186657005,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950501
3FMTK2R79M,Kittitas,Ellensburg,WA,98926,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,13,282292482,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975700
1GT10BDD4R,Pierce,Puyallup,WA,98371,2024,GMC,HUMMER EV PICKUP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,31,269602728,POINT (-122.29521 47.19045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940009
LVYH60AF6R,King,Renton,WA,98058,2024,VOLVO,S90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,11,281903828,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029304
WAUSPBFF3H,Snohomish,Everett,WA,98203,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,38,103042572,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041303
YV4H60CX3P,Snohomish,Edmonds,WA,98026,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,21,251281614,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101
W1N9M0CB2S,Kitsap,Port Orchard,WA,98367,2025,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,35,281926858,POINT (-122.70348 47.52028),PUGET SOUND ENERGY INC,53035092101
7JRBR0FL0L,Skagit,Anacortes,WA,98221,2020,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,40,277567272,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940700
YV4ER3GMXR,Walla Walla,Walla Walla,WA,99362,2024,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,16,282011320,POINT (-118.34261 46.07068),PACIFICORP,53071920701
7YAKM4DB5T,Snohomish,Edmonds,WA,98026,2026,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,288687815,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101
KNDPZDDH4T,Clark,Vancouver,WA,98663,2026,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,49,287472475,POINT (-122.64695 45.65675),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041003
KNDCC3LDXM,Spokane,Greenacres,WA,99016,2021,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,4,281390518,POINT (-117.1748 47.65699),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013003
KMHC75LH3J,Snohomish,Arlington,WA,98223,2018,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124,10,209802330,POINT (-122.1264 48.19471),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053101
KNDAB5S13S,Skagit,Darrington,WA,98241,2025,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,277463616,POINT (-121.60421 48.25431),PUGET SOUND ENERGY INC,53057951102
W1KVK8CB2S,King,Seattle,WA,98104,2025,MERCEDES-BENZ,SL-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,1,37,280509953,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009200
5UXTS1C06L,Pierce,Tacoma,WA,98406,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,28,148362532,POINT (-122.52082 47.26887),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061001
1G6RM1E46E,Pierce,Tacoma,WA,98445,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,29,267406219,POINT (-122.40872 47.16568),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053071412
WP1AD2XAXS,Snohomish,Lynnwood,WA,98037,2025,PORSCHE,MACAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,278772532,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051602
JTJBCACB9T,Thurston,Olympia,WA,98503,2026,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,2,287084570,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011500
WAUDJBFW4P,Grays Harbor,Hoquiam,WA,98550,2023,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,234958223,POINT (-123.88689 46.97982),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027001400
WVG5WVEB2S,King,Renton,WA,98059,2025,VOLKSWAGEN,ID. BUZZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,281800347,POINT (-122.16548 47.53766),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025103
YV4EH3HL4R,Kittitas,Ellensburg,WA,98926,2024,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,13,260244547,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975700
7FCEHEB26S,Kitsap,Bremerton,WA,98312,2025,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,35,282310983,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035092101
7FCEHEB22S,Kitsap,Bremerton,WA,98312,2025,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,35,282097294,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035092101
5LMYJ9YY8P,Pierce,Bonney Lake,WA,98391,2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,31,220326690,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070310
WP0BC2Y16R,Pierce,Gig Harbor,WA,98335,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,286451798,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072405
WP1AE2AY6S,Spokane,Spokane,WA,99208,2025,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,6,275709948,POINT (-117.45005 47.7333),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010701
KMUKCDSCXS,Pierce,Bonney Lake,WA,98391,2025,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,31,278108673,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070308
50EA1DAA5N,King,Seattle,WA,98107,2022,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,278551465,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
KMUKEDSB7R,Snohomish,Edmonds,WA,98020,2024,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,268661557,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050502
JA3215H47G,Pierce,Tacoma,WA,98403,2016,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,62,27,251640259,POINT (-122.45782 47.26541),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060600
WBA7W4C02M,Snohomish,Snohomish,WA,98296,2021,BMW,745E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,1,257415770,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052107
5YM33CS01S,King,Kent,WA,98042,2025,BMW,XM,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,47,284036532,POINT (-122.10798 47.37124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031601
JHMZC5F13L,Skamania,Washougal,WA,98671,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,14,192477666,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,53059950200
KNDPZDDH6T,Whatcom,Bellingham,WA,98229,2026,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,40,287525367,POINT (-122.45486 48.7449),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001202
LREKK5RX2H,King,Woodinville,WA,98072,2017,CADILLAC,CT6,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,45,313525943,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032326
KMHM24AA6S,King,Redmond,WA,98052,2025,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,281363820,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313
YV4BR0PK1J,King,Seattle,WA,98107,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,36,246215350,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004702
1FTBW9CMXS,Thurston,Tumwater,WA,98501,2025,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,288684413,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010801
YV1BK0EP9L,Snohomish,Brier,WA,98036,2020,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,1,147010062,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
KNDCC3LD2M,Snohomish,Snohomish,WA,98296,2021,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,1,161702138,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
KM8K23AG6L,Pierce,Tacoma,WA,98406,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,27,137109927,POINT (-122.52082 47.26887),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060908
WP1BE2AY2M,Whatcom,Bellingham,WA,98225,2021,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,40,195150455,POINT (-122.47091 48.75256),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001101
SALWR2RY6L,Pierce,Spanaway,WA,98387,2020,LAND ROVER,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,2,278555931,POINT (-122.41046 47.06512),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073133
2T3YL4DV8C,Whatcom,Bellingham,WA,98229,2012,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103,40,272341821,POINT (-122.45486 48.7449),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000808
WMZ23BS07N,Kittitas,Roslyn,WA,98941,2022,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,13,272369296,POINT (-120.99607 47.22593),PUGET SOUND ENERGY INC,53037975104
KMHC75LJ5L,Pierce,Tacoma,WA,98405,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170,27,238373985,POINT (-122.48271 47.24737),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061300
WBY2Z2C55G,Snohomish,Stanwood,WA,98292,2016,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,10,280247782,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053201
3GN7DRRR8R,Snohomish,Monroe,WA,98272,2024,CHEVROLET,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,272477131,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
1GC10YEH4T,Skagit,Anacortes,WA,98221,2026,CHEVROLET,SILVERADO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,40,286001663,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940600
1FTBW1XK3P,Snohomish,Everett,WA,98204,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,261496567,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041901
W1KEG5DBXP,Spokane,Spokane,WA,99224,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,279353833,POINT (-117.46996 47.59431),MODERN ELECTRIC WATER COMPANY,53063013600
5LMYJ9YY2P,Pierce,Roy,WA,98580,2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,2,240450962,POINT (-122.54332 47.00328),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073001
5XYAEFS52S,Snohomish,Monroe,WA,98272,2025,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,276695114,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
1GYXPZRL4T,Snohomish,Bothell,WA,98012,2026,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,286586030,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052107
JTJKKCFZ7P,King,Renton,WA,98058,2023,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,47,235396549,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029307
WA1J2BFZ3N,Spokane,Spokane,WA,99212,2022,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,4,288024775,POINT (-117.288 47.6824),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063011302
